id,task_type,src,dst,label
node_97,node,97,-1,5
node_98,node,98,-1,0
node_99,node,99,-1,6
node_100,node,100,-1,0
node_101,node,101,-1,2
node_102,node,102,-1,1
node_103,node,103,-1,1
node_104,node,104,-1,1
node_105,node,105,-1,2
node_106,node,106,-1,6
node_107,node,107,-1,5
node_108,node,108,-1,6
node_109,node,109,-1,1
node_110,node,110,-1,2
node_111,node,111,-1,2
node_112,node,112,-1,1
node_113,node,113,-1,5
node_114,node,114,-1,5
node_115,node,115,-1,5
node_116,node,116,-1,6
node_117,node,117,-1,5
node_118,node,118,-1,6
node_119,node,119,-1,5
node_120,node,120,-1,5
node_121,node,121,-1,1
node_122,node,122,-1,6
node_123,node,123,-1,6
node_124,node,124,-1,1
node_125,node,125,-1,5
node_126,node,126,-1,1
node_127,node,127,-1,6
node_128,node,128,-1,5
node_129,node,129,-1,5
node_130,node,130,-1,5
node_131,node,131,-1,1
node_132,node,132,-1,5
node_133,node,133,-1,1
node_134,node,134,-1,1
node_135,node,135,-1,1
node_136,node,136,-1,1
node_137,node,137,-1,1
node_138,node,138,-1,1
node_139,node,139,-1,1
node_140,node,140,-1,4
node_141,node,141,-1,3
node_142,node,142,-1,0
node_143,node,143,-1,3
node_144,node,144,-1,6
node_145,node,145,-1,6
node_146,node,146,-1,0
node_147,node,147,-1,3
node_148,node,148,-1,4
node_149,node,149,-1,0
node_150,node,150,-1,3
node_151,node,151,-1,4
node_152,node,152,-1,4
node_153,node,153,-1,1
node_154,node,154,-1,2
node_155,node,155,-1,2
node_156,node,156,-1,2
node_157,node,157,-1,3
node_158,node,158,-1,3
node_159,node,159,-1,3
node_160,node,160,-1,3
node_161,node,161,-1,0
node_162,node,162,-1,4
node_163,node,163,-1,5
node_164,node,164,-1,0
node_165,node,165,-1,3
node_166,node,166,-1,4
node_167,node,167,-1,3
node_168,node,168,-1,3
node_169,node,169,-1,3
node_170,node,170,-1,2
node_171,node,171,-1,3
node_172,node,172,-1,3
node_173,node,173,-1,2
node_174,node,174,-1,2
node_175,node,175,-1,6
node_176,node,176,-1,1
node_177,node,177,-1,4
node_178,node,178,-1,3
node_179,node,179,-1,3
node_180,node,180,-1,3
node_181,node,181,-1,6
node_182,node,182,-1,3
node_183,node,183,-1,3
node_184,node,184,-1,3
node_185,node,185,-1,3
node_186,node,186,-1,0
node_187,node,187,-1,4
node_188,node,188,-1,2
node_189,node,189,-1,2
node_190,node,190,-1,6
node_191,node,191,-1,5
node_192,node,192,-1,3
node_193,node,193,-1,5
node_194,node,194,-1,4
node_195,node,195,-1,0
node_196,node,196,-1,4
node_197,node,197,-1,3
node_198,node,198,-1,4
node_199,node,199,-1,4
node_200,node,200,-1,3
node_201,node,201,-1,3
node_202,node,202,-1,2
node_203,node,203,-1,4
node_204,node,204,-1,0
node_205,node,205,-1,3
node_206,node,206,-1,2
node_207,node,207,-1,3
node_208,node,208,-1,3
node_209,node,209,-1,4
node_210,node,210,-1,4
node_211,node,211,-1,0
node_212,node,212,-1,3
node_213,node,213,-1,6
node_214,node,214,-1,0
node_215,node,215,-1,3
node_216,node,216,-1,3
node_217,node,217,-1,4
node_218,node,218,-1,3
node_219,node,219,-1,3
node_220,node,220,-1,5
node_221,node,221,-1,2
node_222,node,222,-1,3
node_223,node,223,-1,2
node_224,node,224,-1,4
node_225,node,225,-1,1
node_226,node,226,-1,3
node_227,node,227,-1,2
node_228,node,228,-1,2
node_229,node,229,-1,3
node_230,node,230,-1,3
node_231,node,231,-1,3
node_232,node,232,-1,3
node_233,node,233,-1,5
node_234,node,234,-1,1
node_235,node,235,-1,3
node_236,node,236,-1,1
node_237,node,237,-1,3
node_238,node,238,-1,5
node_239,node,239,-1,0
node_240,node,240,-1,3
node_241,node,241,-1,5
node_242,node,242,-1,0
node_243,node,243,-1,4
node_244,node,244,-1,2
node_245,node,245,-1,4
node_246,node,246,-1,2
node_247,node,247,-1,4
node_248,node,248,-1,4
node_249,node,249,-1,5
node_250,node,250,-1,4
node_251,node,251,-1,3
node_252,node,252,-1,5
node_253,node,253,-1,3
node_254,node,254,-1,3
node_255,node,255,-1,4
node_256,node,256,-1,3
node_257,node,257,-1,0
node_258,node,258,-1,4
node_259,node,259,-1,5
node_260,node,260,-1,0
node_261,node,261,-1,3
node_262,node,262,-1,6
node_263,node,263,-1,2
node_264,node,264,-1,5
node_265,node,265,-1,5
node_266,node,266,-1,5
node_267,node,267,-1,3
node_268,node,268,-1,2
node_269,node,269,-1,3
node_270,node,270,-1,0
node_271,node,271,-1,4
node_272,node,272,-1,5
node_273,node,273,-1,3
node_274,node,274,-1,0
node_275,node,275,-1,4
node_276,node,276,-1,0
node_277,node,277,-1,3
node_278,node,278,-1,3
node_279,node,279,-1,0
node_280,node,280,-1,0
node_281,node,281,-1,3
node_282,node,282,-1,5
node_283,node,283,-1,4
node_284,node,284,-1,4
node_285,node,285,-1,3
node_286,node,286,-1,4
node_287,node,287,-1,3
node_288,node,288,-1,3
node_289,node,289,-1,2
node_290,node,290,-1,2
node_291,node,291,-1,3
node_292,node,292,-1,0
node_293,node,293,-1,3
node_294,node,294,-1,1
node_295,node,295,-1,3
node_296,node,296,-1,2
node_297,node,297,-1,3
node_298,node,298,-1,3
node_299,node,299,-1,4
node_300,node,300,-1,5
node_301,node,301,-1,2
node_302,node,302,-1,1
node_303,node,303,-1,1
node_304,node,304,-1,0
node_305,node,305,-1,0
node_306,node,306,-1,1
node_307,node,307,-1,6
node_308,node,308,-1,1
node_309,node,309,-1,3
node_310,node,310,-1,3
node_311,node,311,-1,3
node_312,node,312,-1,2
node_313,node,313,-1,3
node_314,node,314,-1,3
node_315,node,315,-1,0
node_316,node,316,-1,3
node_317,node,317,-1,4
node_318,node,318,-1,1
node_319,node,319,-1,3
node_320,node,320,-1,4
node_321,node,321,-1,3
node_322,node,322,-1,2
node_323,node,323,-1,0
node_324,node,324,-1,0
node_325,node,325,-1,4
node_326,node,326,-1,2
node_327,node,327,-1,3
node_328,node,328,-1,2
node_329,node,329,-1,1
node_330,node,330,-1,4
node_331,node,331,-1,6
node_332,node,332,-1,3
node_333,node,333,-1,2
node_334,node,334,-1,0
node_335,node,335,-1,3
node_336,node,336,-1,3
node_337,node,337,-1,2
node_338,node,338,-1,3
node_339,node,339,-1,4
node_340,node,340,-1,4
node_341,node,341,-1,2
node_342,node,342,-1,1
node_343,node,343,-1,3
node_344,node,344,-1,5
node_345,node,345,-1,3
node_346,node,346,-1,2
node_347,node,347,-1,0
node_348,node,348,-1,4
node_349,node,349,-1,5
node_350,node,350,-1,1
node_351,node,351,-1,3
node_352,node,352,-1,3
node_353,node,353,-1,2
node_354,node,354,-1,0
node_355,node,355,-1,2
node_356,node,356,-1,4
node_357,node,357,-1,2
node_358,node,358,-1,2
node_359,node,359,-1,2
node_360,node,360,-1,5
node_361,node,361,-1,4
node_362,node,362,-1,4
node_363,node,363,-1,2
node_364,node,364,-1,2
node_365,node,365,-1,0
node_366,node,366,-1,3
node_367,node,367,-1,2
node_368,node,368,-1,4
node_369,node,369,-1,4
node_370,node,370,-1,5
node_371,node,371,-1,5
node_372,node,372,-1,1
node_373,node,373,-1,0
node_374,node,374,-1,3
node_375,node,375,-1,4
node_376,node,376,-1,5
node_377,node,377,-1,3
node_378,node,378,-1,4
node_379,node,379,-1,5
node_380,node,380,-1,3
node_381,node,381,-1,4
node_382,node,382,-1,3
node_383,node,383,-1,3
node_384,node,384,-1,1
node_385,node,385,-1,4
node_386,node,386,-1,3
node_387,node,387,-1,3
node_388,node,388,-1,5
node_389,node,389,-1,2
node_390,node,390,-1,3
node_391,node,391,-1,2
node_392,node,392,-1,5
node_393,node,393,-1,5
node_394,node,394,-1,4
node_395,node,395,-1,3
node_396,node,396,-1,3
node_397,node,397,-1,3
node_398,node,398,-1,3
node_399,node,399,-1,1
node_400,node,400,-1,5
node_401,node,401,-1,3
node_402,node,402,-1,3
node_403,node,403,-1,2
node_404,node,404,-1,6
node_405,node,405,-1,0
node_406,node,406,-1,1
node_407,node,407,-1,3
node_408,node,408,-1,0
node_409,node,409,-1,1
node_410,node,410,-1,5
node_411,node,411,-1,3
node_412,node,412,-1,6
node_413,node,413,-1,3
node_414,node,414,-1,6
node_415,node,415,-1,0
node_416,node,416,-1,3
node_417,node,417,-1,3
node_418,node,418,-1,3
node_419,node,419,-1,5
node_420,node,420,-1,4
node_421,node,421,-1,3
node_422,node,422,-1,4
node_423,node,423,-1,0
node_424,node,424,-1,5
node_425,node,425,-1,2
node_426,node,426,-1,1
node_427,node,427,-1,2
node_428,node,428,-1,4
node_429,node,429,-1,4
node_430,node,430,-1,4
node_431,node,431,-1,4
node_432,node,432,-1,3
node_433,node,433,-1,3
node_434,node,434,-1,0
node_435,node,435,-1,4
node_436,node,436,-1,3
node_437,node,437,-1,0
node_438,node,438,-1,5
node_439,node,439,-1,2
node_440,node,440,-1,0
node_441,node,441,-1,5
node_442,node,442,-1,4
node_443,node,443,-1,4
node_444,node,444,-1,4
node_445,node,445,-1,3
node_446,node,446,-1,0
node_447,node,447,-1,6
node_448,node,448,-1,5
node_449,node,449,-1,2
node_450,node,450,-1,4
node_451,node,451,-1,5
node_452,node,452,-1,1
node_453,node,453,-1,3
node_454,node,454,-1,5
node_455,node,455,-1,3
node_456,node,456,-1,0
node_457,node,457,-1,3
node_458,node,458,-1,5
node_459,node,459,-1,1
node_460,node,460,-1,1
node_461,node,461,-1,0
node_462,node,462,-1,3
node_463,node,463,-1,4
node_464,node,464,-1,2
node_465,node,465,-1,6
node_466,node,466,-1,2
node_467,node,467,-1,0
node_468,node,468,-1,5
node_469,node,469,-1,3
node_470,node,470,-1,4
node_471,node,471,-1,6
node_472,node,472,-1,5
node_473,node,473,-1,3
node_474,node,474,-1,5
node_475,node,475,-1,0
node_476,node,476,-1,1
node_477,node,477,-1,3
node_478,node,478,-1,0
node_479,node,479,-1,5
node_480,node,480,-1,2
node_481,node,481,-1,2
node_482,node,482,-1,3
node_483,node,483,-1,5
node_484,node,484,-1,1
node_485,node,485,-1,0
node_486,node,486,-1,3
node_487,node,487,-1,1
node_488,node,488,-1,4
node_489,node,489,-1,2
node_490,node,490,-1,5
node_491,node,491,-1,6
node_492,node,492,-1,4
node_493,node,493,-1,2
node_494,node,494,-1,2
node_495,node,495,-1,6
node_496,node,496,-1,0
node_497,node,497,-1,0
node_498,node,498,-1,4
node_499,node,499,-1,6
node_500,node,500,-1,3
node_501,node,501,-1,2
node_502,node,502,-1,0
node_503,node,503,-1,3
node_504,node,504,-1,6
node_505,node,505,-1,1
node_506,node,506,-1,6
node_507,node,507,-1,3
node_508,node,508,-1,1
node_509,node,509,-1,3
node_510,node,510,-1,3
node_511,node,511,-1,3
node_512,node,512,-1,3
node_513,node,513,-1,2
node_514,node,514,-1,5
node_515,node,515,-1,4
node_516,node,516,-1,5
node_517,node,517,-1,5
node_518,node,518,-1,3
node_519,node,519,-1,1
node_520,node,520,-1,3
node_521,node,521,-1,3
node_522,node,522,-1,4
node_523,node,523,-1,4
node_524,node,524,-1,2
node_525,node,525,-1,0
node_526,node,526,-1,2
node_527,node,527,-1,0
node_528,node,528,-1,5
node_529,node,529,-1,4
node_530,node,530,-1,0
node_531,node,531,-1,0
node_532,node,532,-1,3
node_533,node,533,-1,2
node_534,node,534,-1,2
node_535,node,535,-1,2
node_536,node,536,-1,2
node_537,node,537,-1,6
node_538,node,538,-1,4
node_539,node,539,-1,6
node_540,node,540,-1,5
node_541,node,541,-1,5
node_542,node,542,-1,1
node_543,node,543,-1,0
node_544,node,544,-1,0
node_545,node,545,-1,4
node_546,node,546,-1,3
node_547,node,547,-1,3
node_548,node,548,-1,1
node_549,node,549,-1,3
node_550,node,550,-1,6
node_551,node,551,-1,6
node_552,node,552,-1,2
node_553,node,553,-1,3
node_554,node,554,-1,3
node_555,node,555,-1,3
node_556,node,556,-1,1
node_557,node,557,-1,2
node_558,node,558,-1,2
node_559,node,559,-1,5
node_560,node,560,-1,4
node_561,node,561,-1,3
node_562,node,562,-1,2
node_563,node,563,-1,1
node_564,node,564,-1,2
node_565,node,565,-1,2
node_566,node,566,-1,3
node_567,node,567,-1,2
node_568,node,568,-1,3
node_569,node,569,-1,2
node_570,node,570,-1,3
node_571,node,571,-1,3
node_572,node,572,-1,0
node_573,node,573,-1,5
node_574,node,574,-1,3
node_575,node,575,-1,3
node_576,node,576,-1,3
node_577,node,577,-1,4
node_578,node,578,-1,5
node_579,node,579,-1,3
node_580,node,580,-1,2
node_581,node,581,-1,1
node_582,node,582,-1,4
node_583,node,583,-1,4
node_584,node,584,-1,4
node_585,node,585,-1,4
node_586,node,586,-1,0
node_587,node,587,-1,5
node_588,node,588,-1,4
node_589,node,589,-1,1
node_590,node,590,-1,3
node_591,node,591,-1,0
node_592,node,592,-1,3
node_593,node,593,-1,4
node_594,node,594,-1,6
node_595,node,595,-1,3
node_596,node,596,-1,6
node_597,node,597,-1,3
node_598,node,598,-1,3
node_599,node,599,-1,3
node_600,node,600,-1,6
node_601,node,601,-1,3
node_602,node,602,-1,4
node_603,node,603,-1,3
node_604,node,604,-1,6
node_605,node,605,-1,3
node_606,node,606,-1,0
node_607,node,607,-1,3
node_608,node,608,-1,1
node_609,node,609,-1,2
node_610,node,610,-1,5
node_611,node,611,-1,6
node_612,node,612,-1,5
node_613,node,613,-1,2
node_614,node,614,-1,0
node_615,node,615,-1,2
node_616,node,616,-1,2
node_617,node,617,-1,3
node_618,node,618,-1,3
node_619,node,619,-1,0
node_620,node,620,-1,3
node_621,node,621,-1,5
node_622,node,622,-1,3
node_623,node,623,-1,4
node_624,node,624,-1,0
node_625,node,625,-1,3
node_626,node,626,-1,2
node_627,node,627,-1,4
node_628,node,628,-1,5
node_629,node,629,-1,2
node_630,node,630,-1,3
node_631,node,631,-1,2
node_632,node,632,-1,2
node_633,node,633,-1,3
node_634,node,634,-1,5
node_635,node,635,-1,2
node_636,node,636,-1,0
node_637,node,637,-1,3
node_638,node,638,-1,4
node_639,node,639,-1,3
edge_1981_490,link,1981,490,1
edge_177_2682,link,177,2682,1
edge_61_1080,link,61,1080,1
edge_2184_70,link,2184,70,1
edge_1619_1441,link,1619,1441,1
edge_1176_1542,link,1176,1542,1
edge_1956_1954,link,1956,1954,1
edge_1609_1790,link,1609,1790,1
edge_1257_2677,link,1257,2677,1
edge_1235_2577,link,1235,2577,1
edge_1428_2520,link,1428,2520,1
edge_1908_1677,link,1908,1677,1
edge_1072_773,link,1072,773,1
edge_1655_1894,link,1655,1894,1
edge_2083_1685,link,2083,1685,1
edge_202_1345,link,202,1345,1
edge_306_1772,link,306,1772,1
edge_399_2107,link,399,2107,1
edge_1462_1663,link,1462,1663,1
edge_1358_2597,link,1358,2597,1
edge_1645_989,link,1645,989,1
edge_1464_712,link,1464,712,1
edge_1473_165,link,1473,165,1
edge_306_294,link,306,294,1
edge_704_1483,link,704,1483,1
edge_436_433,link,436,433,1
edge_565_687,link,565,687,1
edge_2145_2144,link,2145,2144,1
edge_1721_689,link,1721,689,1
edge_371_1414,link,371,1414,1
edge_726_1533,link,726,1533,1
edge_1114_1717,link,1114,1717,1
edge_1677_1908,link,1677,1908,1
edge_1636_598,link,1636,598,1
edge_1964_1966,link,1964,1966,1
edge_962_1665,link,962,1665,1
edge_1154_2514,link,1154,2514,1
edge_1623_384,link,1623,384,1
edge_2197_965,link,2197,965,1
edge_511_549,link,511,549,1
edge_1945_1947,link,1945,1947,1
edge_1339_1358,link,1339,1358,1
edge_2266_2267,link,2266,2267,1
edge_930_380,link,930,380,1
edge_1520_83,link,1520,83,1
edge_133_2082,link,133,2082,1
edge_712_850,link,712,850,1
edge_1970_1702,link,1970,1702,1
edge_164_211,link,164,211,1
edge_1072_1805,link,1072,1805,1
edge_733_435,link,733,435,1
edge_1445_681,link,1445,681,1
edge_930_477,link,930,477,1
edge_2268_2291,link,2268,2291,1
edge_1959_119,link,1959,119,1
edge_1214_73,link,1214,73,1
edge_873_1358,link,873,1358,1
edge_1296_1913,link,1296,1913,1
edge_823_1169,link,823,1169,1
edge_1050_1230,link,1050,1230,1
edge_1358_1764,link,1358,1764,1
edge_1778_2327,link,1778,2327,1
edge_310_1949,link,310,1949,1
edge_736_95,link,736,95,1
edge_1284_757,link,1284,757,1
edge_2446_1216,link,2446,1216,1
edge_2250_1260,link,2250,1260,1
edge_1682_407,link,1682,407,1
edge_1316_1301,link,1316,1301,1
edge_144_1593,link,144,1593,1
edge_2070_1377,link,2070,1377,1
edge_1382_218,link,1382,218,1
edge_1624_1777,link,1624,1777,1
edge_1403_1013,link,1403,1013,1
edge_2101_702,link,2101,702,1
edge_598_1100,link,598,1100,1
edge_1469_756,link,1469,756,1
edge_906_2351,link,906,2351,1
edge_133_452,link,133,452,1
edge_873_261,link,873,261,1
edge_512_756,link,512,756,1
edge_1176_507,link,1176,507,1
edge_110_1599,link,110,1599,1
edge_1257_428,link,1257,428,1
edge_2395_724,link,2395,724,1
edge_2311_2576,link,2311,2576,1
edge_1282_2324,link,1282,2324,1
edge_1871_417,link,1871,417,1
edge_756_172,link,756,172,1
edge_1961_703,link,1961,703,1
edge_1683_1464,link,1683,1464,1
edge_1118_74,link,1118,74,1
edge_1358_1722,link,1358,1722,1
edge_1224_1848,link,1224,1848,1
edge_1452_1015,link,1452,1015,1
edge_704_2450,link,704,2450,1
edge_2244_2243,link,2244,2243,1
edge_1296_35,link,1296,35,1
edge_1780_1624,link,1780,1624,1
edge_1111_2126,link,1111,2126,1
edge_1040_1765,link,1040,1765,1
edge_274_748,link,274,748,1
edge_1623_1775,link,1623,1775,1
edge_1427_2446,link,1427,2446,1
edge_251_1542,link,251,1542,1
edge_6_373,link,6,373,1
edge_1093_1090,link,1093,1090,1
edge_1564_1786,link,1564,1786,1
edge_1203_382,link,1203,382,1
edge_783_1061,link,783,1061,1
edge_223_1154,link,223,1154,1
edge_1889_1531,link,1889,1531,1
edge_1943_1340,link,1943,1340,1
edge_92_1836,link,92,1836,1
edge_2227_2228,link,2227,2228,1
edge_429_705,link,429,705,1
edge_525_415,link,525,415,1
edge_120_816,link,120,816,1
edge_289_109,link,289,109,1
edge_1869_420,link,1869,420,1
edge_733_45,link,733,45,1
edge_1557_2083,link,1557,2083,1
edge_374_846,link,374,846,1
edge_1837_997,link,1837,997,1
edge_2309_1268,link,2309,1268,1
edge_18_139,link,18,139,1
edge_1614_210,link,1614,210,1
edge_2301_2008,link,2301,2008,1
edge_2472_1017,link,2472,1017,1
edge_1701_1299,link,1701,1299,1
edge_1710_2444,link,1710,2444,1
edge_746_2006,link,746,2006,1
edge_1441_50,link,1441,50,1
edge_1358_1565,link,1358,1565,1
edge_1358_1738,link,1358,1738,1
edge_95_736,link,95,736,1
edge_2470_614,link,2470,614,1
edge_1341_2425,link,1341,2425,1
edge_1795_2464,link,1795,2464,1
edge_638_924,link,638,924,1
edge_2045_126,link,2045,126,1
edge_644_728,link,644,728,1
edge_824_1831,link,824,1831,1
edge_1484_2383,link,1484,2383,1
edge_1759_1358,link,1759,1358,1
edge_1317_2220,link,1317,2220,1
edge_517_952,link,517,952,1
edge_459_1623,link,459,1623,1
edge_1927_1218,link,1927,1218,1
edge_1973_1482,link,1973,1482,1
edge_1821_316,link,1821,316,1
edge_1756_1632,link,1756,1632,1
edge_2114_2509,link,2114,2509,1
edge_442_1051,link,442,1051,1
edge_471_1013,link,471,1013,1
edge_735_701,link,735,701,1
edge_505_843,link,505,843,1
edge_427_565,link,427,565,1
edge_254_507,link,254,507,1
edge_1948_310,link,1948,310,1
edge_1171_687,link,1171,687,1
edge_873_767,link,873,767,1
edge_172_240,link,172,240,1
edge_282_67,link,282,67,1
edge_1701_1857,link,1701,1857,1
edge_557_1725,link,557,1725,1
edge_641_2704,link,641,2704,1
edge_2071_1840,link,2071,1840,1
edge_1504_2209,link,1504,2209,1
edge_2081_484,link,2081,484,1
edge_809_1115,link,809,1115,1
edge_1000_281,link,1000,281,1
edge_2366_46,link,2366,46,1
edge_1358_1748,link,1358,1748,1
edge_189_564,link,189,564,1
edge_1798_1072,link,1798,1072,1
edge_412_1849,link,412,1849,1
edge_1687_246,link,1687,246,1
edge_1624_1778,link,1624,1778,1
edge_1469_2358,link,1469,2358,1
edge_2034_1497,link,2034,1497,1
edge_558_876,link,558,876,1
edge_735_2060,link,735,2060,1
edge_2176_2175,link,2176,2175,1
edge_495_2192,link,495,2192,1
edge_1350_1443,link,1350,1443,1
edge_2068_1377,link,2068,1377,1
edge_1692_240,link,1692,240,1
edge_309_383,link,309,383,1
edge_1121_1131,link,1121,1131,1
edge_126_2079,link,126,2079,1
edge_59_580,link,59,580,1
edge_1542_1940,link,1542,1940,1
edge_1599_1199,link,1599,1199,1
edge_1273_1111,link,1273,1111,1
edge_199_1869,link,199,1869,1
edge_907_1351,link,907,1351,1
edge_2392_535,link,2392,535,1
edge_1349_39,link,1349,39,1
edge_193_441,link,193,441,1
edge_1119_2129,link,1119,2129,1
edge_2083_1550,link,2083,1550,1
edge_1986_743,link,1986,743,1
edge_239_1376,link,239,1376,1
edge_2504_2095,link,2504,2095,1
edge_381_148,link,381,148,1
edge_1271_2367,link,1271,2367,1
edge_2237_2236,link,2237,2236,1
edge_1358_1568,link,1358,1568,1
edge_1538_747,link,1538,747,1
edge_864_104,link,864,104,1
edge_1640_36,link,1640,36,1
edge_1229_2440,link,1229,2440,1
edge_2481_610,link,2481,610,1
edge_1311_2080,link,1311,2080,1
edge_1986_1166,link,1986,1166,1
edge_722_2500,link,722,2500,1
edge_544_1580,link,544,1580,1
edge_2034_1894,link,2034,1894,1
edge_94_586,link,94,586,1
edge_2177_398,link,2177,398,1
edge_1624_1786,link,1624,1786,1
edge_1312_1311,link,1312,1311,1
edge_748_2553,link,748,2553,1
edge_1986_1127,link,1986,1127,1
edge_1127_745,link,1127,745,1
edge_18_1560,link,18,1560,1
edge_2546_952,link,2546,952,1
edge_989_1507,link,989,1507,1
edge_1443_1094,link,1443,1094,1
edge_1926_1042,link,1926,1042,1
edge_315_1921,link,315,1921,1
edge_645_1826,link,645,1826,1
edge_1015_1452,link,1015,1452,1
edge_1973_822,link,1973,822,1
edge_888_1475,link,888,1475,1
edge_379_1959,link,379,1959,1
edge_242_2280,link,242,2280,1
edge_398_730,link,398,730,1
edge_2310_1920,link,2310,1920,1
edge_1999_1986,link,1999,1986,1
edge_143_316,link,143,316,1
edge_205_1869,link,205,1869,1
edge_760_985,link,760,985,1
edge_565_1361,link,565,1361,1
edge_1636_1701,link,1636,1701,1
edge_948_695,link,948,695,1
edge_118_2112,link,118,2112,1
edge_1899_2510,link,1899,2510,1
edge_1883_661,link,1883,661,1
edge_1369_1094,link,1369,1094,1
edge_1628_65,link,1628,65,1
edge_55_1983,link,55,1983,1
edge_920_316,link,920,316,1
edge_972_2579,link,972,2579,1
edge_2051_1042,link,2051,1042,1
edge_2269_1903,link,2269,1903,1
edge_849_1993,link,849,1993,1
edge_350_656,link,350,656,1
edge_2100_2101,link,2100,2101,1
edge_154_819,link,154,819,1
edge_1790_695,link,1790,695,1
edge_1419_2259,link,1419,2259,1
edge_1573_598,link,1573,598,1
edge_310_1950,link,310,1950,1
edge_1088_1089,link,1088,1089,1
edge_1573_2698,link,1573,2698,1
edge_4_1016,link,4,1016,1
edge_629_883,link,629,883,1
edge_2664_1438,link,2664,1438,1
edge_319_1205,link,319,1205,1
edge_2209_1647,link,2209,1647,1
edge_102_2256,link,102,2256,1
edge_2017_1487,link,2017,1487,1
edge_885_756,link,885,756,1
edge_649_1457,link,649,1457,1
edge_2229_601,link,2229,601,1
edge_2224_284,link,2224,284,1
edge_12_2662,link,12,2662,1
edge_252_2485,link,252,2485,1
edge_1300_812,link,1300,812,1
edge_227_534,link,227,534,1
edge_1112_954,link,1112,954,1
edge_2046_236,link,2046,236,1
edge_989_1645,link,989,1645,1
edge_118_554,link,118,554,1
edge_2216_2214,link,2216,2214,1
edge_1701_416,link,1701,416,1
edge_338_1413,link,338,1413,1
edge_1169_524,link,1169,524,1
edge_645_1900,link,645,1900,1
edge_1986_1434,link,1986,1434,1
edge_2213_710,link,2213,710,1
edge_2671_2675,link,2671,2675,1
edge_1623_133,link,1623,133,1
edge_1358_68,link,1358,68,1
edge_2059_1906,link,2059,1906,1
edge_1201_457,link,1201,457,1
edge_1703_463,link,1703,463,1
edge_1547_2169,link,1547,2169,1
edge_1835_898,link,1835,898,1
edge_1697_1522,link,1697,1522,1
edge_2124_2127,link,2124,2127,1
edge_2515_1154,link,2515,1154,1
edge_874_1701,link,874,1701,1
edge_1358_1720,link,1358,1720,1
edge_1358_101,link,1358,101,1
edge_429_863,link,429,863,1
edge_1242_2146,link,1242,2146,1
edge_1327_2161,link,1327,2161,1
edge_1580_456,link,1580,456,1
edge_671_2025,link,671,2025,1
edge_1597_432,link,1597,432,1
edge_1693_2408,link,1693,2408,1
edge_1978_249,link,1978,249,1
edge_383_2268,link,383,2268,1
edge_600_2394,link,600,2394,1
edge_1296_895,link,1296,895,1
edge_1779_1623,link,1779,1623,1
edge_2103_2385,link,2103,2385,1
edge_2192_537,link,2192,537,1
edge_2034_1336,link,2034,1336,1
edge_2295_897,link,2295,897,1
